OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
piano tuner;craft > piano tuner;A piano tuner or technician. A professional that tunes, regulates and makes the maintenance of pianos. Most of them repair simple problems and some restore a whole piano.;['computer repair service', 'repair service', 'garage door supplier', 'shoe repair service', 'tire repair shop', 'home inspection', 'locksmith', 'automotive repair shop', 'kitchen remodeler', 'salvage yard', 'mover', 'machine shop', 'upholstery service', 'professional cleaning service', 'motorcycle repair shop', 'industrial equipment supplier', 'vehicle inspection station', 'wholesaler', 'scientific equipment supplier', 'electrical equipment supplier'];[0.43925008177757263, 0.4365953505039215, 0.3965214788913727, 0.38253873586654663, 0.3797820806503296, 0.36276936531066895, 0.3598560690879822, 0.3550388813018799, 0.3472539782524109, 0.3424170911312103, 0.3407401442527771, 0.3345813453197479, 0.33437028527259827, 0.3333877921104431, 0.3310321569442749, 0.330853134393692, 0.32395312190055847, 0.3237866163253784, 0.3234494626522064, 0.32196444272994995];repair service;A piano tuner or technician. A professional that tunes, regulates and makes the maintenance of pianos. Most of them repair simple problems and some restore a whole piano.;business professional services > repair service;repair service;1;1;0;1;craft;craft > piano tuner
plasterer;craft > plasterer;A workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls.;['carpenter', 'interior designer', 'construction', 'painter', 'art studio', 'factory', 'design studio', 'arts crafts store', 'office building', 'roofer', 'industrial estate', 'industrial equipment supplier', 'bathroom contractor', 'general contractor', 'kitchen remodeler', 'carpet flooring contractor', 'pest control service', 'upholstery service', 'manufacturer', 'architecture firm'];[0.37179458141326904, 0.35674774646759033, 0.34539005160331726, 0.33522069454193115, 0.3313482701778412, 0.3201972544193268, 0.3190096616744995, 0.3162844479084015, 0.30699390172958374, 0.3028855323791504, 0.29587322473526, 0.29539093375205994, 0.29340416193008423, 0.29111015796661377, 0.2877991199493408, 0.2870466411113739, 0.2866939306259155, 0.2864222526550293, 0.285300612449646, 0.28408485651016235];construction;A workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls.;business professional services > home improvement service;home improvement service;0;0;0;0;craft;craft > plasterer
plumber;craft > plumber;A workplace or office of a skilled tradesperson who specializes in (drinking) water supply, sewage and drainage systems.;['sewer contractor', 'plumber', 'bathroom contractor', 'water treatment service', 'factory', 'carpenter', 'plastics supplier', 'professional cleaning service', 'landscaper gardener', 'electrician', 'laundry service', 'corporate coffee shop', 'upholstery service', 'petroleum supplier', 'wholesaler', 'engineer', 'construction', 'industrial equipment supplier', 'welding service', 'coworking space'];[0.5953945517539978, 0.5643935203552246, 0.5284687280654907, 0.49134117364883423, 0.4099878668785095, 0.39872539043426514, 0.3949263095855713, 0.3934643268585205, 0.3914860785007477, 0.384488046169281, 0.3807029724121094, 0.3792616128921509, 0.3783482313156128, 0.3756679892539978, 0.37555992603302, 0.3743710517883301, 0.37168025970458984, 0.3710712790489197, 0.3692864179611206, 0.3678632974624634];plumber;A workplace or office of a skilled tradesperson who specializes in (drinking) water supply, sewage and drainage systems.;business professional services > home improvement service > plumber;plumber;1;1;0;1;craft;craft > plumber
pottery;craft > pottery;A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.;['arts crafts store', 'antique store', 'pachinko parlor', 'art gallery', 'housewares store', 'stationery store', 'museum', 'herbs spices store', 'planetarium', 'pastry shop', 'art museum', 'exhibit', 'jewelry store', 'history museum', 'gaming cafe', 'science museum', 'internet cafe', 'home appliance store', 'aquarium', 'hobby store'];[0.4691101312637329, 0.36993327736854553, 0.3596818745136261, 0.35421812534332275, 0.3528602421283722, 0.34943556785583496, 0.348788857460022, 0.34856411814689636, 0.3355761766433716, 0.3331782817840576, 0.3317195177078247, 0.3194563388824463, 0.3174080550670624, 0.3172232508659363, 0.31685635447502136, 0.3123427629470825, 0.3081667721271515, 0.30704617500305176, 0.300095796585083, 0.29915621876716614];arts crafts store;A place where earthenware, stoneware and porcelain and other ceramic ware is made by potters.;business professional services > creative service;creative service;0;0;0;0;craft;craft > pottery
printer;craft > printer;A small printing business which produces published works such as newspapers, books, magazines, etc.;['print store', 'paper supplier', 'publisher', 'print tv radio outdoor advertising service', 'machine shop', 'writing copywriting technical writing service', 'manufacturer', 'used bookstore', 'factory', 'warehouse', 'newsagent', 'wholesaler', 'arts crafts store', 'bookstore', 'scientific equipment supplier', 'technology business', 'industrial equipment supplier', 'art studio', 'photography lab', 'accounting bookkeeping service'];[0.5988847017288208, 0.5720203518867493, 0.5708557367324829, 0.5432095527648926, 0.45087930560112, 0.45073720812797546, 0.43749773502349854, 0.4291531443595886, 0.428377628326416, 0.4257330298423767, 0.42234790325164795, 0.42073965072631836, 0.4168984889984131, 0.41011297702789307, 0.4065762162208557, 0.4032618999481201, 0.3990386426448822, 0.39705219864845276, 0.3961857259273529, 0.3957918882369995];print store;A small printing business which produces published works such as newspapers, books, magazines, etc.;business professional services > publisher;publisher;0;1;0;1;craft;craft > printer
printmaker;craft > printmaker;A producer of fine art prints.;['print store', 'art studio', 'painter', 'paper supplier', 'arts crafts store', 'art restoration service', 'art gallery', 'art museum', 'public art', 'photography lab', 'writing copywriting technical writing service', 'manufacturer', 'recording studio', 'print tv radio outdoor advertising service', 'factory', 'museum', 'photography studio', 'plastics supplier', 'publisher', 'industrial equipment supplier'];[0.4689721465110779, 0.46235033869743347, 0.46091020107269287, 0.42131394147872925, 0.41598236560821533, 0.397458553314209, 0.37722235918045044, 0.3571404218673706, 0.34260037541389465, 0.3286474347114563, 0.3198881149291992, 0.31949999928474426, 0.3191494643688202, 0.317840576171875, 0.3165283799171448, 0.3152717649936676, 0.31263503432273865, 0.31197410821914673, 0.31039178371429443, 0.30939406156539917];art studio;A producer of fine art prints.;retail > arts crafts store;arts crafts store;0;1;0;1;craft;craft > printmaker
restoration;craft > restoration;Restorer.;['art restoration service', 'recycling facility', 'salvage yard', 'kitchen remodeler', 'repair service', 'computer repair service', 'professional cleaning service', 'antique store', 'upholstery service', 'dry cleaner', 'mover', 'wholesaler', 'painter', 'import export service', 'machine shop', 'home improvement service', 'classic antique car dealership', 'automotive repair shop', 'motorcycle repair shop', 'arts crafts store'];[0.5580596923828125, 0.44939130544662476, 0.44926950335502625, 0.3599536418914795, 0.35229435563087463, 0.3397532105445862, 0.32823091745376587, 0.31723517179489136, 0.3158303499221802, 0.30297645926475525, 0.295850932598114, 0.29498887062072754, 0.2949594259262085, 0.2941727042198181, 0.2894286513328552, 0.2845231592655182, 0.2832692563533783, 0.2775205969810486, 0.27742278575897217, 0.27607351541519165];art restoration service;Restorer.;business professional services > art restoration service;art restoration service;1;1;1;1;craft;craft > restoration
rigger;craft > rigger;The workplace of a person who sets up the rigging for sailboats and sailing ships (or possibly a person who works on ropes, booms, lifts, hoists and the like for a stage production).;['carpenter', 'rafting outfitter', 'sailing club', 'construction', 'auto workshop', 'welding service', 'factory', 'deck patio contractor', 'upholstery service', 'ballroom', 'personal trainer', 'boat launch', 'hobby store', 'tailor', 'shipping freight material transportation service', 'manufacturer', 'roofer', 'knitting store', 'mover', 'outdoor event space'];[0.4149749279022217, 0.41271719336509705, 0.4026098847389221, 0.3928226828575134, 0.38282468914985657, 0.36419758200645447, 0.3638453483581543, 0.3602627217769623, 0.3585951328277588, 0.35141700506210327, 0.34716886281967163, 0.34716302156448364, 0.3347960114479065, 0.3296976387500763, 0.3286305069923401, 0.32803505659103394, 0.3280283212661743, 0.32163679599761963, 0.31721821427345276, 0.31376218795776367];construction;The workplace of a person who sets up the rigging for sailboats and sailing ships (or possibly a person who works on ropes, booms, lifts, hoists and the like for a stage production).;business professional services;business professional services;0;0;0;0;craft;craft > rigger
roofer;craft > roofer;A workplace or office of a tradesman who is specialized in roof covering and sealing.;['roofer', 'leather supplier', 'roof deck', 'doors windows contractor', 'chimney sweep', 'rubber supplier', 'deck patio contractor', 'print tv radio outdoor advertising service', 'locksmith', 'factory', 'garage door supplier', 'heating ventilating air conditioning contractor', 'upholstery service', 'tailor', 'plastics supplier', 'interior designer', 'shipping freight material transportation service', 'manufacturer', 'metals supplier', 'construction'];[0.5167118310928345, 0.36582809686660767, 0.34536394476890564, 0.344809353351593, 0.3240245580673218, 0.31660330295562744, 0.31599903106689453, 0.31059765815734863, 0.3040027618408203, 0.30325573682785034, 0.29901373386383057, 0.2960522174835205, 0.291399210691452, 0.289131224155426, 0.28713667392730713, 0.28627461194992065, 0.2844950556755066, 0.2834569215774536, 0.28285303711891174, 0.279863178730011];roofer;A workplace or office of a tradesman who is specialized in roof covering and sealing.;business professional services > home improvement service > roofer;roofer;1;1;1;1;craft;craft > roofer
saddler;craft > saddler;A place where saddles or accessories for cars and boats are produced or repaired.;['boat rental', 'canoe kayak rental', 'leather supplier', 'motorcycle repair shop', 'leather goods store', 'car parts accessories', 'ski chairlift', 'equestrian facility', 'boat ferry', 'motor scooter dealership', 'sailing club', 'fishing store', 'classic antique car dealership', 'motorcycle dealership', 'automotive repair shop', 'ski store', 'surf store', 'upholstery service', 'salvage yard', 'towing service'];[0.43051081895828247, 0.4275206923484802, 0.4098024368286133, 0.3933759331703186, 0.3775641918182373, 0.3621197044849396, 0.3351908326148987, 0.33337467908859253, 0.3296847939491272, 0.3182048201560974, 0.31653785705566406, 0.315670907497406, 0.3155330717563629, 0.3107812702655792, 0.3101833462715149, 0.3062114417552948, 0.30331265926361084, 0.29678815603256226, 0.2950711250305176, 0.29472795128822327];leather supplier;A place where saddles or accessories for cars and boats are produced or repaired.;business professional services > automotive service > automotive repair shop;automotive repair shop;0;1;0;1;craft;craft > saddler
sailmaker;craft > sailmaker;A workshop of a sailmaker who cleans, repairs and makes sails.;['carpenter', 'upholstery service', 'professional cleaning service', 'sailing club', 'welding service', 'repair service', 'painter', 'salvage yard', 'swimming pool maintenance service', 'deck patio contractor', 'computer repair service', 'car wash detail', 'home improvement service', 'boat rental', 'electrician', 'roofer', 'kitchen remodeler', 'automotive repair shop', 'shoe repair service', 'mover'];[0.45131218433380127, 0.43596360087394714, 0.39386487007141113, 0.38582706451416016, 0.3792634606361389, 0.3750801086425781, 0.3714580833911896, 0.37000107765197754, 0.3551432192325592, 0.3505156636238098, 0.3496711850166321, 0.34589776396751404, 0.3455037474632263, 0.34111377596855164, 0.3382629156112671, 0.3342062830924988, 0.3288061022758484, 0.3258228302001953, 0.3232628107070923, 0.32297199964523315];sailing club;A workshop of a sailmaker who cleans, repairs and makes sails.;business professional services > repair service;repair service;0;1;0;1;craft;craft > sailmaker
