OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
grandstand;building > sports > grandstand;The main stand, usually roofed, commanding the best view for spectators at racecourses or sports grounds.;['racecourse', 'tennis stadium', 'track stadium', 'soccer field', 'rugby stadium', 'hockey stadium', 'soccer stadium', 'equestrian facility', 'athletic field', 'cricket ground'];[0.4895205795764923, 0.4849770665168762, 0.45813438296318054, 0.4550539255142212, 0.45169490575790405, 0.4484700858592987, 0.4477032423019409, 0.4460388422012329, 0.43804508447647095, 0.43555450439453125];track stadium;The main stand, usually roofed, commanding the best view for spectators at racecourses or sports grounds.;sports recreation;sports recreation;0;0;0;0;building;building > sports
pavilion;building > sports > pavilion;A sports pavilion usually with changing rooms, storage areas and possibly an space for functions & events. Avoid using this term for other structures called pavilions by architects (see Pavilion);['indoor play area', 'tennis stadium', 'basketball stadium', 'soccer stadium', 'baseball stadium', 'gym studio', 'cycle studio', 'stadium', 'batting cages', 'sporting event'];[0.5037314891815186, 0.4385700225830078, 0.42847001552581787, 0.4250931143760681, 0.4147106409072876, 0.41063880920410156, 0.4100745916366577, 0.4079892635345459, 0.40459948778152466, 0.39938291907310486];stadium;A sports pavilion usually with changing rooms, storage areas and possibly an space for functions & events. Avoid using this term for other structures called pavilions by architects (see Pavilion);sports recreation > indoor play area;indoor play area;0;1;1;1;building;building > sports
riding hall;building > sports > riding hall;A building that was built as a riding hall.;['cycle studio', 'indoor play area', 'equestrian facility', 'gym studio', 'climbing gym', 'boxing gym', 'gym', 'athletic field', 'outdoor gym', 'city hall'];[0.5432034134864807, 0.5338270664215088, 0.5214009284973145, 0.5183022022247314, 0.498029887676239, 0.4973610043525696, 0.49143463373184204, 0.4887610077857971, 0.47906696796417236, 0.4690821170806885];equestrian facility;A building that was built as a riding hall.;sports recreation > equestrian facility;equestrian facility;1;1;0;1;building;building > sports
sports hall;building > sports > sports hall;A building that was built as a sports hall.;['indoor play area', 'athletic field', 'football field', 'basketball stadium', 'soccer field', 'gym studio', 'baseball field', 'city hall', 'sports club', 'rugby stadium'];[0.5606366395950317, 0.5266596674919128, 0.4964313507080078, 0.4960770606994629, 0.4953747093677521, 0.4812450408935547, 0.4775514006614685, 0.46681469678878784, 0.46593689918518066, 0.4614889323711395];gym studio;A building that was built as a sports hall.;sports recreation > indoor play area;indoor play area;0;1;1;1;building;building > sports
sports centre;building > sports > sports centre;A building that was built as a sports centre.;['recreation center', 'indoor play area', 'athletic field', 'rugby stadium', 'soccer field', 'hockey stadium', 'skydiving center', 'gym studio', 'sports club', 'soccer stadium'];[0.5443934202194214, 0.537064254283905, 0.5225827097892761, 0.5189862251281738, 0.518638014793396, 0.49603721499443054, 0.4876858592033386, 0.48441916704177856, 0.48041224479675293, 0.47956162691116333];recreation center;A building that was built as a sports centre.;sports recreation > indoor play area;indoor play area;0;1;0;1;building;building > sports
stadium;building > sports > stadium;A building constructed to be a stadium building, including buildings that are abandoned and used nowadays for a different purpose.;['soccer stadium', 'football stadium', 'baseball stadium', 'basketball stadium', 'tennis stadium', 'track stadium', 'rugby stadium', 'hockey stadium', 'football field', 'stadium'];[0.5062946677207947, 0.49799495935440063, 0.4859258532524109, 0.48425227403640747, 0.4781772792339325, 0.47403764724731445, 0.4606631398200989, 0.4443665146827698, 0.4421265423297882, 0.43596020340919495];stadium;A building constructed to be a stadium building, including buildings that are abandoned and used nowadays for a different purpose.;arts entertainment > stadium;stadium;1;1;0;1;building;building > sports
allotment house;building > storage > allotment house;A small outbuilding for short visits in a allotment garden.;['home private', 'residential building', 'garden', 'housing development', 'retirement home', 'boarding house', 'storage facility', 'apartment condo', 'courthouse', 'garden center'];[0.4166834354400635, 0.39629489183425903, 0.3579165041446686, 0.34283384680747986, 0.3375090956687927, 0.32885900139808655, 0.3201017677783966, 0.3200317323207855, 0.3070228695869446, 0.30447906255722046];storage facility;A small outbuilding for short visits in a allotment garden.;community government > residential building > home private;home private;0;1;1;1;building;building > storage
boathouse;building > storage > boathouse;A boathouse is a building used for the storage of boats.;['boat rental', 'boat ferry', 'boarding house', 'canoe kayak rental', 'boat launch', 'harbor marina', 'pier', 'storage facility', 'sailing club', 'cabin'];[0.5919646620750427, 0.45278608798980713, 0.4494217336177826, 0.43930521607398987, 0.4162559509277344, 0.39853930473327637, 0.3863840699195862, 0.37767910957336426, 0.35214975476264954, 0.35139602422714233];storage facility;A boathouse is a building used for the storage of boats.;business professional services > storage facility;storage facility;1;1;0;1;building;building > storage
hangar;building > storage > hangar;A hangar is a building used for the storage of airplanes, helicopters or space-craft. Consider adding aeroway=hangar, when appropriate.;['cabin', 'airport lounge', 'airfield', 'boarding house', 'plane', 'travel lounge', 'baggage locker', 'hot air balloon tour agency', 'lodging', 'skydiving center'];[0.38614416122436523, 0.36769774556159973, 0.3609205484390259, 0.35697054862976074, 0.3516058623790741, 0.34649181365966797, 0.32245421409606934, 0.31780409812927246, 0.293772429227829, 0.2925269603729248];airfield;A hangar is a building used for the storage of airplanes, helicopters or space-craft. Consider adding aeroway=hangar, when appropriate.;travel transportation > transport hub > airport;airport;0;0;0;0;building;building > storage
hut;building > storage > hut;A hut is a small and crude shelter. Note that this word has two meanings - it may be synonym of building=shed, it may be a residential building of low quality.;['residential building', 'home private', 'housing development', 'apartment condo', 'mountain hut', 'homeless shelter', 'boarding house', 'city hall', 'capitol building', 'cabin'];[0.4174150824546814, 0.40845629572868347, 0.397427499294281, 0.3938864469528198, 0.36394548416137695, 0.36061158776283264, 0.35025840997695923, 0.34484201669692993, 0.32931220531463623, 0.3177134096622467];mountain hut;A hut is a small and crude shelter. Note that this word has two meanings - it may be synonym of building=shed, it may be a residential building of low quality.;community government > residential building;residential building;0;1;1;1;building;building > storage
shed;building > storage > shed;A shed is a simple, single-storey structure in a back garden or on an allotment that is used for storage, hobbies, or as a workshop.;['framing store', 'construction supplies store', 'hobby store', 'outdoor supply store', 'picnic shelter', 'residential building', 'storage facility', 'trailer park', 'home private', 'courthouse'];[0.385530948638916, 0.38352078199386597, 0.3621186316013336, 0.3609825670719147, 0.3513796925544739, 0.34956997632980347, 0.34823164343833923, 0.34538495540618896, 0.33763888478279114, 0.33688873052597046];storage facility;A shed is a simple, single-storey structure in a back garden or on an allotment that is used for storage, hobbies, or as a workshop.;business professional services > storage facility;storage facility;1;1;0;1;building;building > storage
carport;building > cars > carport;A carport is a covered structure used to offer limited protection to vehicles, primarily cars, from the elements. Unlike most structures a carport does not have four walls, and usually has one or two.;['residential building', 'platform', 'parking', 'capitol building', 'cable car', 'city hall', 'rental car location', 'roof deck', 'transport hub', 'heliport'];[0.3180919289588928, 0.31792962551116943, 0.30507057905197144, 0.28231650590896606, 0.27951836585998535, 0.27737268805503845, 0.273782879114151, 0.2673961818218231, 0.26641035079956055, 0.26264819502830505];parking;A carport is a covered structure used to offer limited protection to vehicles, primarily cars, from the elements. Unlike most structures a carport does not have four walls, and usually has one or two.;travel transportation > parking;parking;1;1;0;1;building;building > cars
