OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;correct_in_k;correct_embedding;correct_in_k_or_main;OSM_main;OSM_main_sub
goldsmith;craft > goldsmith;The workplace of a person who forges things out of gold, especially jewelry.;['arts crafts store', 'metals supplier', 'jewelry store', 'wholesaler', 'body piercing shop'];[0.42134028673171997, 0.40613609552383423, 0.39157211780548096, 0.3250095248222351, 0.3244217038154602];jewelry store;The workplace of a person who forges things out of gold, especially jewelry.;business professional services > creative service;creative service;0;0;0;0;craft;craft > goldsmith
grinding mill;craft > grinding mill;A device that breaks solid materials into smaller pieces by grinding, crushing, or cutting. The aftermath is powdered product, not liquid extract like oil mill.;['industrial equipment supplier', 'salvage yard', 'factory', 'import export service', 'shipping freight material transportation service'];[0.2691972553730011, 0.26352930068969727, 0.2572936713695526, 0.2501569390296936, 0.24807384610176086];factory;A device that breaks solid materials into smaller pieces by grinding, crushing, or cutting. The aftermath is powdered product, not liquid extract like oil mill.;business professional services > factory;factory;1;1;0;1;craft;craft > grinding mill
handicraft;craft > handicraft;A place where useful and decorative devices are made completely by hand or using only simple tools;['arts crafts store', 'sculpture garden', 'auto workshop', 'hobby store', 'outdoor sculpture'];[0.44816792011260986, 0.3250167965888977, 0.3118587136268616, 0.2999023199081421, 0.2891986072063446];arts crafts store;A place where useful and decorative devices are made completely by hand or using only simple tools;business professional services > creative service;creative service;0;0;0;0;craft;craft > handicraft
hvac;craft > hvac;A workplace or office of a person or company that install and maintain HVAC systems (Heating, Ventilating, and Air Conditioning).;['heating ventilating air conditioning contractor', 'coworking space', 'smog check shop', 'chemicals gasses manufacturer', 'industrial equipment supplier'];[0.6803559064865112, 0.42157620191574097, 0.42092660069465637, 0.42085179686546326, 0.4061654210090637];heating ventilating air conditioning contractor;A workplace or office of a person or company that install and maintain HVAC systems (Heating, Ventilating, and Air Conditioning).;business professional services > home improvement service > heating ventilating air conditioning contractor;heating ventilating air conditioning contractor;1;1;1;1;craft;craft > hvac
insulation;craft > insulation;A workplace or office of a person who does thermal insulation in buildings.;['office building', 'heating ventilating air conditioning contractor', 'coworking space', 'construction', 'outdoor event space'];[0.45239564776420593, 0.4025271236896515, 0.3758780360221863, 0.3281713128089905, 0.3264569044113159];heating ventilating air conditioning contractor;A workplace or office of a person who does thermal insulation in buildings.;business professional services > home improvement service;home improvement service;0;0;0;0;craft;craft > insulation
interior decorator;craft > interior decorator;Workplace or office of a person who does interior decoratoring.;['interior designer', 'office building', 'carpenter', 'arts crafts store', 'coworking space'];[0.5270854234695435, 0.4161616861820221, 0.41125887632369995, 0.40583670139312744, 0.40073877573013306];interior designer;Workplace or office of a person who does interior decoratoring.;business professional services > home improvement service > interior designer;interior designer;1;1;1;1;craft;craft > interior decorator
interior work;craft > interior work;Workplace of a person who builds/installs non-load-bearing interior walls, especially drywall.;['interior designer', 'doors windows contractor', 'construction', 'office building', 'carpenter'];[0.42531707882881165, 0.3628751039505005, 0.35500144958496094, 0.32784128189086914, 0.3254532217979431];construction;Workplace of a person who builds/installs non-load-bearing interior walls, especially drywall.;business professional services > home improvement service > interior designer;interior designer;0;1;1;1;craft;craft > interior work
jeweller;craft > jeweller;A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.;['jewelry store', 'arts crafts store', 'body piercing shop', 'antique store', 'souvenir store'];[0.5438264012336731, 0.4928097128868103, 0.4742702841758728, 0.38652849197387695, 0.37945160269737244];jewelry store;A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.;business professional services > creative service;creative service;0;0;0;0;craft;craft > jeweller
joiner;craft > joiner;An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.;['carpenter', 'wings joint', 'upholstery service', 'auto workshop', 'bbq joint'];[0.36845701932907104, 0.3563726246356964, 0.32834988832473755, 0.31920742988586426, 0.3118826746940613];carpenter;An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.;business professional services > home improvement service > carpenter;carpenter;1;1;1;1;craft;craft > joiner
key cutter;craft > key cutter;A place where keys can be duplicated from originals.;['locksmith', 'bunsik restaurant', 'garage door supplier', 'doors windows contractor', 'fish chips shop'];[0.34465211629867554, 0.20870047807693481, 0.20362511277198792, 0.19820362329483032, 0.19565865397453308];locksmith;A place where keys can be duplicated from originals.;business professional services > locksmith;locksmith;1;1;1;1;craft;craft > key cutter
laboratory;craft > laboratory;A laboratory.;['laboratory', 'research laboratory', 'medical lab', 'scientific equipment supplier', 'photography lab'];[0.6096571683883667, 0.5567823648452759, 0.5181993246078491, 0.42996084690093994, 0.39877551794052124];laboratory;A laboratory.;business professional services > laboratory;laboratory;1;1;1;1;craft;craft > laboratory
lapidary;craft > lapidary;lapidary: a gemcutter;['racquetball club', 'locksmith', 'butcher', 'wholesaler', 'savoyard restaurant'];[0.29023128747940063, 0.2845039367675781, 0.28221601247787476, 0.27918875217437744, 0.2727562189102173];locksmith;lapidary: a gemcutter;business professional services > creative service;creative service;0;0;0;0;craft;craft > lapidary
leather;craft > leather;"A leatherworker; a person who makes things from leather.";['leather supplier', 'leather goods store', 'rubber supplier', 'arts crafts store', 'upholstery service'];[0.6721681356430054, 0.5908042788505554, 0.424461305141449, 0.3886473774909973, 0.3884270191192627];leather goods store;"A leatherworker; a person who makes things from leather.";business professional services > leather supplier;leather supplier;0;1;1;1;craft;craft > leather
locksmith;craft > locksmith;The workshop of a craftsman who installs or repairs locks and opens locked doors.;['locksmith', 'garage door supplier', 'doors windows contractor', 'canal lock', 'auto workshop'];[0.5453787446022034, 0.3963596820831299, 0.39433521032333374, 0.3326435685157776, 0.26649338006973267];locksmith;The workshop of a craftsman who installs or repairs locks and opens locked doors.;business professional services > locksmith;locksmith;1;1;1;1;craft;craft > locksmith
luthier;craft > luthier;Workshop of a luthier, who makes or repairs stringed wooden musical instruments, such as lutes, violins, and guitars.;['upholstery service', 'carpenter', 'leather supplier', 'kitchen remodeler', 'welding service'];[0.36186665296554565, 0.35070374608039856, 0.3418731093406677, 0.33503782749176025, 0.3349720239639282];carpenter;Workshop of a luthier, who makes or repairs stringed wooden musical instruments, such as lutes, violins, and guitars.;business professional services > creative service;creative service;0;0;0;0;craft;craft > luthier
