OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
school;building > civicamenity > school;A building errected as school. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a school, use amenity=school on the perimeter of the school grounds.;['playground', 'indoor play area', 'college history building', 'college engineering building', 'club house', 'athletic field', 'structure', 'college arts building', 'college communications building', 'college technology building'];[0.48035380244255066, 0.4595601260662079, 0.45441025495529175, 0.4533434510231018, 0.4426839351654053, 0.4297384023666382, 0.4279595613479614, 0.42562413215637207, 0.4195537269115448, 0.4182336926460266];structure;A building errected as school. Buildings for specific uses (sports halls etc.) should be tagged for their purpose. If there is currently a school, use amenity=school on the perimeter of the school grounds.;community government > education;education;0;0;building;building > civicamenity
toilets;building > civicamenity > toilets;A toilet block.;['public bathroom', 'tunnel', 'bridge', 'housing development', 'dam', 'residential building', 'pier', 'bathroom contractor', 'city hall', 'swimming pool'];[0.44813019037246704, 0.3400948643684387, 0.31764382123947144, 0.3061067461967468, 0.29706352949142456, 0.2914629876613617, 0.2815452218055725, 0.2736930251121521, 0.2698805034160614, 0.25934064388275146];public bathroom;A toilet block.;community government > public bathroom;public bathroom;1;1;building;building > civicamenity
train station;building > civicamenity > train station;A building constructed to be a train station building, including buildings that are abandoned and used nowadays for a different purpose.;['metro station', 'housing development', 'government building', 'structure', 'city hall', 'club house', 'residential building', 'military base', 'street', 'stable'];[0.467580109834671, 0.4610610604286194, 0.4468362629413605, 0.429542601108551, 0.41446179151535034, 0.3991493582725525, 0.3898760676383972, 0.38303080201148987, 0.37939518690109253, 0.37698855996131897];structure;A building constructed to be a train station building, including buildings that are abandoned and used nowadays for a different purpose.;travel transportation > transport hub > rail station;rail station;0;0;building;building > civicamenity
transportation;building > civicamenity > transportation;A building related to public transport. You will probably want to tag it with proper transport related tag as well, such as public_transport=station. Note that there is a special tag for train station buildings - building=train_station.;['street', 'public transportation', 'train', 'transport hub', 'metro station', 'city hall', 'light rail station', 'pedestrian plaza', 'tram station', 'construction'];[0.4475076198577881, 0.442363977432251, 0.42790085077285767, 0.42179763317108154, 0.41822153329849243, 0.40335652232170105, 0.3869517743587494, 0.3848426938056946, 0.3816260099411011, 0.3782835602760315];public transportation;A building related to public transport. You will probably want to tag it with proper transport related tag as well, such as public_transport=station. Note that there is a special tag for train station buildings - building=train_station.;travel transportation > transportation service > public transportation;public transportation;1;1;building;building > civicamenity
university;building > civicamenity > university;A university building. Use amenity=university for the university as an institution.;['college technology building', 'college engineering building', 'college administrative building', 'college communications building', 'college science building', 'college quad', 'college history building', 'student center', 'college academic building', 'college residence hall'];[0.5868678689002991, 0.5611613988876343, 0.542058527469635, 0.5420178174972534, 0.5235663056373596, 0.5207966566085815, 0.5072250962257385, 0.5051482915878296, 0.464128702878952, 0.46380868554115295];college academic building;A university building. Use amenity=university for the university as an institution.;community government > education > college university > college academic building;college academic building;1;1;building;building > civicamenity
barn;building > agriculturalplant production > barn;An agricultural building that can be used for storage and as a covered workplace.;['farm', 'factory', 'storage facility', 'coworking space', 'distribution center', 'office building', 'construction supplies store', 'stable', 'garden center', 'warehouse'];[0.46389561891555786, 0.43652188777923584, 0.4185783267021179, 0.40045106410980225, 0.37676799297332764, 0.3705615997314453, 0.36873385310173035, 0.3559216856956482, 0.3424404263496399, 0.34117478132247925];farm;An agricultural building that can be used for storage and as a covered workplace.;business professional services > storage facility;storage facility;0;0;building;building > agriculturalplant production
conservatory;building > agriculturalplant production > conservatory;A building or room having glass or tarpaulin roofing and walls used as an indoor garden or a sunroom (winter garden).;['botanical garden', 'picnic shelter', 'structure', 'roof deck', 'meadery', 'rooftop bar', 'cabin', 'vineyard', 'framing store', 'factory'];[0.4456789493560791, 0.4234742522239685, 0.39113402366638184, 0.3781168460845947, 0.3702176809310913, 0.36404961347579956, 0.3426797389984131, 0.3413107395172119, 0.33922451734542847, 0.3368415832519531];botanical garden;A building or room having glass or tarpaulin roofing and walls used as an indoor garden or a sunroom (winter garden).;community government;community government;0;0;building;building > agriculturalplant production
cowshed;building > agriculturalplant production > cowshed;A cowshed (cow barn, cow house) is a building for housing cows, usually found on farms.;['farm', 'stable', 'housing development', 'residential building', 'animal shelter', 'home private', 'apartment condo', 'farmers market', 'factory', 'butcher'];[0.5333622694015503, 0.40711313486099243, 0.3970954418182373, 0.34216994047164917, 0.33787834644317627, 0.33039069175720215, 0.30921444296836853, 0.3037596642971039, 0.2994470000267029, 0.29940497875213623];farm;A cowshed (cow barn, cow house) is a building for housing cows, usually found on farms.;landmarks outdoors > farm;farm;1;1;building;building > agriculturalplant production
farm auxiliary;building > agriculturalplant production > farm auxiliary;A building on a farm that is not a dwelling (use 'farm' or 'house' for the farm house).;['farm', 'housing development', 'home private', 'residential building', 'apartment condo', 'farmers market', 'field', 'boarding house', 'stable', 'castle'];[0.5194898247718811, 0.4752349853515625, 0.46085333824157715, 0.40535449981689453, 0.4024531841278076, 0.36298826336860657, 0.3529677987098694, 0.35145342350006104, 0.3513947129249573, 0.34929510951042175];farm;A building on a farm that is not a dwelling (use 'farm' or 'house' for the farm house).;landmarks outdoors > farm;farm;1;1;building;building > agriculturalplant production
greenhouse;building > agriculturalplant production > greenhouse;A greenhouse is a glass or plastic covered building used to grow plants. Use landuse=greenhouse_horticulture for an area containing multiple greenhouses;['botanical garden', 'aquarium', 'farm', 'garden', 'garden center', 'environmental organization', 'plastics supplier', 'housing development', 'field', 'landscaper gardener'];[0.4027915596961975, 0.37062108516693115, 0.34432995319366455, 0.33670198917388916, 0.32850706577301025, 0.3274265229701996, 0.32212570309638977, 0.2974928021430969, 0.2947103977203369, 0.2728465795516968];garden center;A greenhouse is a glass or plastic covered building used to grow plants. Use landuse=greenhouse_horticulture for an area containing multiple greenhouses;business professional services > agriculture forestry service;agriculture forestry service;0;0;building;building > agriculturalplant production
