OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
watches;shop > clothing shoes accessories > watches;Shop focused on selling watches.;['fashion retail', 'watch store', 'dance store', 'shoe store', 'mens store', 'running store', 'jewelry store', 'clothing store', 'womens store', 'fashion accessories store', 'boutique', 'sunglasses store', 'tennis store', 'textiles store', 'bridal store', 'leather goods store', 'soccer store', 'department store', 'batik store', 'surf store', 'ski store', 'hunting supply store', 'gun store', 'luggage store', 'vintage thrift store', 'skate store', 'sporting goods retail', 'childrens clothing store', 'bicycle store', 'lingerie store'];[0.7823666334152222, 0.7788784503936768, 0.7039466500282288, 0.6765413284301758, 0.6638134717941284, 0.6625931262969971, 0.6563703417778015, 0.6542904376983643, 0.6480834484100342, 0.6165815591812134, 0.609420657157898, 0.6054675579071045, 0.6044339537620544, 0.595930814743042, 0.5951715707778931, 0.5907011032104492, 0.584888219833374, 0.5835952758789062, 0.5748204588890076, 0.5656393766403198, 0.5610222816467285, 0.5607414841651917, 0.5601340532302856, 0.5593708753585815, 0.5564252138137817, 0.5548124313354492, 0.5533053874969482, 0.5528122186660767, 0.5427460670471191, 0.5322248935699463];watch store;Shop focused on selling watches.;retail > fashion retail > watch store;watch store;1;1;shop;shop > clothing shoes accessories
wool;shop > clothing shoes accessories > wool;Shop selling wool for making of clothes or other products.;['fashion retail', 'dance store', 'textiles store', 'clothing store', 'shoe store', 'mens store', 'ski store', 'womens store', 'fashion accessories store', 'knitting store', 'running store', 'leather goods store', 'boutique', 'bridal store', 'soccer store', 'hobby store', 'childrens clothing store', 'arts crafts store', 'lingerie store', 'surf store', 'batik store', 'department store', 'luggage store', 'skate store', 'sunglasses store', 'tennis store', 'sporting goods retail', 'bicycle store', 'hunting supply store', 'carpet store'];[0.7898544669151306, 0.7222790122032166, 0.7074709534645081, 0.6980215311050415, 0.6940803527832031, 0.6624141931533813, 0.6543921828269958, 0.6514273881912231, 0.6507886648178101, 0.6499283313751221, 0.6317098140716553, 0.624383807182312, 0.6208604574203491, 0.6183700561523438, 0.6135091781616211, 0.605695366859436, 0.6028361320495605, 0.5974205732345581, 0.5919854640960693, 0.5912296772003174, 0.5900357961654663, 0.585566520690918, 0.5852049589157104, 0.5840306878089905, 0.5695573091506958, 0.5638914108276367, 0.5620707273483276, 0.5614377856254578, 0.5580451488494873, 0.5573145151138306];textiles store;Shop selling wool for making of clothes or other products.;retail > knitting store;knitting store;0;0;shop;shop > clothing shoes accessories
charity;shop > discount store charity > charity;A charity shop is a shop operated by a charity, for the purposes of fundraising.;['charity', 'toy store', 'outlet mall', 'baby store', 'gift store', 'nonprofit organization', 'fireworks store', 'childrens clothing store', 'vintage thrift store', 'supermarket', 'clothing store', 'discount store', 'christmas market', 'outlet store', 'party supply store', 'convenience store', 'soccer store', 'costume store', 'shopping mall', 'miscellaneous store', 'department store', 'mens store', 'trade fair', 'boutique', 'shopping plaza', 'promotional item service', 'grocery store', 'hobby store', 'medical supply store', 'fashion retail'];[0.5107852816581726, 0.4649205803871155, 0.460586279630661, 0.45669835805892944, 0.4538341462612152, 0.4426365792751312, 0.44201087951660156, 0.4372864365577698, 0.43265217542648315, 0.43161264061927795, 0.4288952946662903, 0.426250696182251, 0.422214150428772, 0.4211522936820984, 0.4205779433250427, 0.42019277811050415, 0.4201502799987793, 0.4196575880050659, 0.41840535402297974, 0.41701361536979675, 0.4130209982395172, 0.40631091594696045, 0.4061936140060425, 0.4057900905609131, 0.40542885661125183, 0.40310928225517273, 0.4023771584033966, 0.40094536542892456, 0.4002001881599426, 0.3995768129825592];charity;A charity shop is a shop operated by a charity, for the purposes of fundraising.;community government > organization > charity;charity;1;1;shop;shop > discount store charity
second hand;shop > discount store charity > second hand;A shop buying and selling used clothes and other things. See also shop=pawnbroker;['vintage thrift store', 'clothing store', 'fashion accessories store', 'mens store', 'flea market', 'department store', 'textiles store', 'childrens clothing store', 'gift store', 'baby store', 'luggage store', 'convenience store', 'hobby store', 'batik store', 'womens store', 'used bookstore', 'surf store', 'market', 'miscellaneous store', 'bicycle store', 'fashion retail', 'housewares store', 'watch store', 'boutique', 'antique store', 'leather goods store', 'arts crafts store', 'gun store', 'outdoor supply store', 'bridal store'];[0.7308753728866577, 0.6268589496612549, 0.6211143136024475, 0.6111159324645996, 0.6107358932495117, 0.600619912147522, 0.5989229083061218, 0.5915951728820801, 0.5859946608543396, 0.5833522081375122, 0.5785908699035645, 0.5768481492996216, 0.5740828514099121, 0.5694215893745422, 0.5686622858047485, 0.5677847266197205, 0.5673290491104126, 0.5669575929641724, 0.5652692317962646, 0.5640974044799805, 0.557557225227356, 0.55560302734375, 0.5534030199050903, 0.5526813864707947, 0.551115870475769, 0.5499327182769775, 0.5458498001098633, 0.5402184128761292, 0.5401134490966797, 0.5397896766662598];vintage thrift store;A shop buying and selling used clothes and other things. See also shop=pawnbroker;retail > vintage thrift store;vintage thrift store;1;1;shop;shop > discount store charity
variety store;shop > discount store charity > variety store;A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.;['discount store', 'miscellaneous store', 'department store', 'outlet store', 'convenience store', 'outlet mall', 'clothing store', 'gift store', 'boutique', 'supermarket', 'womens store', 'vintage thrift store', 'ski store', 'housewares store', 'fashion accessories store', 'gourmet store', 'electronics store', 'childrens clothing store', 'fashion retail', 'shoe store', 'mens store', 'baby store', 'warehouse wholesale store', 'tennis store', 'market', 'computers electronics retail', 'retail', 'grocery store', 'sporting goods retail', 'soccer store'];[0.664860725402832, 0.6603138446807861, 0.6411521434783936, 0.6140431761741638, 0.6102029085159302, 0.5871133208274841, 0.5802752375602722, 0.5770226716995239, 0.5609855651855469, 0.552290141582489, 0.5520960092544556, 0.5489467978477478, 0.5484588146209717, 0.5467317700386047, 0.5446329116821289, 0.5434020757675171, 0.5430733561515808, 0.5364854335784912, 0.536293625831604, 0.5348063707351685, 0.5342865586280823, 0.529438853263855, 0.529072105884552, 0.5285018682479858, 0.5269104242324829, 0.5267748236656189, 0.5191856622695923, 0.5190990567207336, 0.5188117027282715, 0.5176432132720947];discount store;A variety store retailer is a retail store that sells inexpensive items, sometimes with a single price point for all items in the store.;retail > discount store;discount store;1;1;shop;shop > discount store charity
beauty;shop > health beauty > beauty;A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.;['barbershop', 'hair salon', 'nail salon', 'cosmetics store', 'hair removal service', 'spa', 'tanning salon', 'bath house', 'body piercing shop', 'skin care clinic', 'boutique', 'health beauty service', 'womens store', 'massage clinic', 'fashion retail', 'clothing store', 'mens store', 'fashion accessories store', 'dermatologist', 'lingerie store', 'perfume store', 'pet grooming service', 'shoe store', 'batik store', 'flower store', 'textiles store', 'furniture home store', 'tailor', 'childrens clothing store', 'sunglasses store'];[0.6642982363700867, 0.663659930229187, 0.6322689652442932, 0.5962411165237427, 0.5616130828857422, 0.5443882346153259, 0.5439646244049072, 0.5202893018722534, 0.49876052141189575, 0.49102330207824707, 0.48994311690330505, 0.48323678970336914, 0.4706513285636902, 0.4684107303619385, 0.4395761489868164, 0.43917062878608704, 0.4353935122489929, 0.4318917989730835, 0.4288928806781769, 0.42443791031837463, 0.4232245683670044, 0.4131537079811096, 0.40830445289611816, 0.4031183123588562, 0.40244174003601074, 0.4022894501686096, 0.40216201543807983, 0.4000248908996582, 0.39590534567832947, 0.3942735493183136];health beauty service;A non-hairdresser beauty shop, spa, nail salon, etc.. See also shop=hairdresser.;business professional services > health beauty service;health beauty service;1;1;shop;shop > health beauty
chemist;shop > health beauty > chemist;Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy);['cosmetics store', 'drugstore', 'pharmacy', 'perfume store', 'dry cleaner', 'skin care clinic', 'womens store', 'medical supply store', 'supplement store', 'grocery store', 'candy store', 'organic grocery', 'housewares store', 'herbs spices store', 'department store', 'clothing store', 'mens store', 'tanning salon', 'boutique', 'gourmet store', 'baby store', 'lingerie store', 'fashion accessories store', 'supermarket', 'flower store', 'health food store', 'surf store', 'health beauty service', 'hair removal service', 'tobacco store'];[0.673427402973175, 0.6531654596328735, 0.5800995826721191, 0.5643282532691956, 0.55741286277771, 0.5403363108634949, 0.5385942459106445, 0.5342676639556885, 0.5327333211898804, 0.5293142795562744, 0.5242559313774109, 0.5229140520095825, 0.521056592464447, 0.5179769992828369, 0.5157396793365479, 0.5132935643196106, 0.5065838098526001, 0.5047354698181152, 0.5003865957260132, 0.4991723299026489, 0.4887629747390747, 0.48598992824554443, 0.4855178892612457, 0.4850849509239197, 0.48212677240371704, 0.48143577575683594, 0.4803858697414398, 0.4782949686050415, 0.4758126139640808, 0.47519952058792114];drugstore;Shop focused on selling articles of personal hygiene, cosmetics, and household cleaning products (for a shop that potentially dispenses prescription drugs, cf. pharmacy. U.S. drug store, see amenity=pharmacy);retail > drugstore;drugstore;1;1;shop;shop > health beauty
cosmetics;shop > health beauty > cosmetics;Shop focused on selling cosmetics;['cosmetics store', 'skin care clinic', 'clothing store', 'perfume store', 'womens store', 'boutique', 'batik store', 'mens store', 'health beauty service', 'tanning salon', 'body piercing shop', 'gourmet store', 'bridal store', 'candy store', 'supplement store', 'grocery store', 'childrens clothing store', 'department store', 'fashion accessories store', 'arts crafts store', 'furniture home store', 'baby store', 'swimwear store', 'lingerie store', 'fashion retail', 'market', 'drugstore', 'shoe store', 'outlet store', 'retail'];[0.782191276550293, 0.6396600008010864, 0.6139183640480042, 0.6110672950744629, 0.5965566039085388, 0.5851386785507202, 0.5481287240982056, 0.542570948600769, 0.5381056070327759, 0.5371991395950317, 0.5355075001716614, 0.5352855920791626, 0.5325441360473633, 0.5325415134429932, 0.5318776369094849, 0.5310343503952026, 0.5303858518600464, 0.5302006006240845, 0.5255980491638184, 0.5242784023284912, 0.5227092504501343, 0.5212444067001343, 0.5207446217536926, 0.520672619342804, 0.5206497311592102, 0.5206050872802734, 0.5204266905784607, 0.5191174745559692, 0.5163537263870239, 0.5151129364967346];cosmetics store;Shop focused on selling cosmetics;retail > cosmetics store;cosmetics store;1;1;shop;shop > health beauty
erotic;shop > health beauty > erotic;Shop focused on selling erotic toys, -clothes or other erotic stuff.;['lingerie store', 'womens store', 'boutique', 'erotic museum', 'adult store', 'mens store', 'strip club', 'clothing store', 'fashion retail', 'perfume store', 'fashion accessories store', 'toy store', 'cosmetics store', 'bridal store', 'dance store', 'hobby store', 'department store', 'childrens clothing store', 'textiles store', 'costume store', 'swimwear store', 'arts crafts store', 'baby store', 'vintage thrift store', 'batik store', 'miscellaneous store', 'surf store', 'pet supplies store', 'body piercing shop', 'gift store'];[0.6561275720596313, 0.620477557182312, 0.6081976294517517, 0.59496009349823, 0.5892683267593384, 0.5891752243041992, 0.5682938098907471, 0.5613119602203369, 0.5423539876937866, 0.5422184467315674, 0.538372278213501, 0.5292515754699707, 0.5228942632675171, 0.5211672782897949, 0.5151141881942749, 0.51348477602005, 0.5079709887504578, 0.504754900932312, 0.49989116191864014, 0.48633167147636414, 0.4770631790161133, 0.47678446769714355, 0.4758738875389099, 0.4755566716194153, 0.46897709369659424, 0.4666769504547119, 0.4619673490524292, 0.46139347553253174, 0.45898211002349854, 0.45493942499160767];adult store;Shop focused on selling erotic toys, -clothes or other erotic stuff.;retail > adult store;adult store;1;1;shop;shop > health beauty
hairdresser;shop > health beauty > hairdresser;Here you can get your hair cut, coloured, … See also shop=beauty;['hair salon', 'barbershop', 'cosmetics store', 'hair removal service', 'nail salon', 'health beauty service', 'clothing store', 'tanning salon', 'body piercing shop', 'skin care clinic', 'womens store', 'boutique', 'fashion accessories store', 'childrens clothing store', 'bridal store', 'textiles store', 'fashion retail', 'mens store', 'batik store', 'tailor', 'dry cleaner', 'furniture home store', 'swimwear store', 'shoe store', 'lingerie store', 'flower store', 'surf store', 'chocolate store', 'skate store', 'butcher'];[0.7251690626144409, 0.6300899982452393, 0.5957168340682983, 0.5469696521759033, 0.490580677986145, 0.4851047694683075, 0.4822064936161041, 0.4801715612411499, 0.475874125957489, 0.45869624614715576, 0.45721936225891113, 0.44862130284309387, 0.44473135471343994, 0.42903441190719604, 0.4284464120864868, 0.42565351724624634, 0.424032986164093, 0.42354583740234375, 0.41428446769714355, 0.41230836510658264, 0.411530077457428, 0.4112064242362976, 0.4111725091934204, 0.4110398590564728, 0.40074676275253296, 0.39622369408607483, 0.39544305205345154, 0.3895722031593323, 0.3877646327018738, 0.38677695393562317];hair salon;Here you can get your hair cut, coloured, �?� See also shop=beauty;business professional services > health beauty service > hair salon;hair salon;1;1;shop;shop > health beauty
