OSM_tag;OSM_path;OSM_description;FS_candidates;FS_scores;FS_tag_GPT;OSM_full_description;FS_manual_path;FS_manual_tag;correct;new_correct;OSM_main;OSM_main_sub
floorer;craft > floorer;A workplace or office of a floorer.;['carpet flooring contractor', 'construction supplies store', 'factory', 'hobby store', 'arts crafts store'];[0.4452866017818451, 0.4181310534477234, 0.4126744270324707, 0.4083229899406433, 0.4039883613586426];carpet flooring contractor;A workplace or office of a floorer.;business professional services > home improvement service > carpet flooring contractor;carpet flooring contractor;1;1;craft;craft > floorer
gardener;craft > gardener;A workplace or office of a garden designer or a landscape gardener.;['landscaper gardener', 'garden center', 'botanical garden', 'garden', 'sculpture garden'];[0.6317672729492188, 0.5745871663093567, 0.49820476770401, 0.4547802209854126, 0.43639475107192993];landscaper gardener;A workplace or office of a garden designer or a landscape gardener.;business professional services > home improvement service > landscaper gardener;landscaper gardener;1;1;craft;craft > gardener
glassblower;craft > glassblower;A person or company that blows bottles or other objects from molten glass.;['fireworks store', 'ice bar', 'winery', 'meadery', 'eyecare store'];[0.31029272079467773, 0.3005555272102356, 0.3001176118850708, 0.29589423537254333, 0.29460787773132324];business professional services;A person or company that blows bottles or other objects from molten glass.;business professional services > creative service;creative service;0;0;craft;craft > glassblower
glaziery;craft > glaziery;A place where residential, commercial, and artistic glass is selected, cut, installed, replaced, and removed.;['doors windows contractor', 'art gallery', 'museum', 'eyecare store', 'art restoration service'];[0.33865803480148315, 0.3143515884876251, 0.31331658363342285, 0.3083378076553345, 0.29250290989875793];art restoration service;A place where residential, commercial, and artistic glass is selected, cut, installed, replaced, and removed.;business professional services > home improvement service > doors windows contractor;doors windows contractor;0;0;craft;craft > glaziery
goldsmith;craft > goldsmith;The workplace of a person who forges things out of gold, especially jewelry.;['arts crafts store', 'hobby store', 'jewelry store', 'metals supplier', 'art restoration service'];[0.4566209316253662, 0.4481002688407898, 0.4469051957130432, 0.39799147844314575, 0.38284385204315186];jewelry store;The workplace of a person who forges things out of gold, especially jewelry.;business professional services > creative service;creative service;0;0;craft;craft > goldsmith
grinding mill;craft > grinding mill;A device that breaks solid materials into smaller pieces by grinding, crushing, or cutting. The aftermath is powdered product, not liquid extract like oil mill.;['machine shop', 'salvage yard', 'manufacturer', 'logging service', 'industrial equipment supplier'];[0.41701388359069824, 0.3624891936779022, 0.3578380048274994, 0.3552134931087494, 0.3334975242614746];manufacturer;A device that breaks solid materials into smaller pieces by grinding, crushing, or cutting. The aftermath is powdered product, not liquid extract like oil mill.;business professional services > factory;factory;0;0;craft;craft > grinding mill
handicraft;craft > handicraft;A place where useful and decorative devices are made completely by hand or using only simple tools;['hobby store', 'arts crafts store', 'hardware store', 'knitting store', 'textiles store'];[0.4331769347190857, 0.4180179536342621, 0.35751834511756897, 0.34556978940963745, 0.3353006839752197];arts crafts store;A place where useful and decorative devices are made completely by hand or using only simple tools;business professional services > creative service;creative service;0;0;craft;craft > handicraft
hvac;craft > hvac;A workplace or office of a person or company that install and maintain HVAC systems (Heating, Ventilating, and Air Conditioning).;['heating ventilating air conditioning contractor', 'chemicals gasses manufacturer', 'coworking space', 'mover', 'refrigeration ice supplier'];[0.6724399328231812, 0.4686252176761627, 0.4548839330673218, 0.4341077208518982, 0.4309086799621582];heating ventilating air conditioning contractor;A workplace or office of a person or company that install and maintain HVAC systems (Heating, Ventilating, and Air Conditioning).;business professional services > home improvement service > heating ventilating air conditioning contractor;heating ventilating air conditioning contractor;1;1;craft;craft > hvac
insulation;craft > insulation;A workplace or office of a person who does thermal insulation in buildings.;['sauna', 'office building', 'interior designer', 'factory', 'engineer'];[0.4832056760787964, 0.4233751893043518, 0.40585166215896606, 0.3992573022842407, 0.39906859397888184];engineer;A workplace or office of a person who does thermal insulation in buildings.;business professional services > home improvement service;home improvement service;0;0;craft;craft > insulation
interior decorator;craft > interior decorator;Workplace or office of a person who does interior decoratoring.;['interior designer', 'design studio', 'hobby store', 'art studio', 'carpenter'];[0.5655429363250732, 0.463726669549942, 0.4310966730117798, 0.4265085756778717, 0.42200785875320435];interior designer;Workplace or office of a person who does interior decoratoring.;business professional services > home improvement service > interior designer;interior designer;1;1;craft;craft > interior decorator
interior work;craft > interior work;Workplace of a person who builds/installs non-load-bearing interior walls, especially drywall.;['interior designer', 'painter', 'engineer', 'factory', 'design studio'];[0.4820846915245056, 0.4065292477607727, 0.3991430997848511, 0.38359761238098145, 0.3708614706993103];interior designer;Workplace of a person who builds/installs non-load-bearing interior walls, especially drywall.;business professional services > home improvement service > interior designer;interior designer;1;1;craft;craft > interior work
jeweller;craft > jeweller;A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.;['jewelry store', 'hobby store', 'bridal store', 'arts crafts store', 'fashion accessories store'];[0.651555597782135, 0.5068844556808472, 0.48969024419784546, 0.47993555665016174, 0.47428521513938904];jewelry store;A place where necklaces, rings, brooches, earrings and bracelets and other personal adornments are created or repaired.;business professional services > creative service;creative service;0;0;craft;craft > jeweller
joiner;craft > joiner;An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.;['carpenter', 'construction supplies store', 'factory', 'machine shop', 'hobby store'];[0.4616010785102844, 0.4043790400028229, 0.4015169143676758, 0.40059399604797363, 0.39588332176208496];carpenter;An artisan who builds things by joining pieces of wood, particularly furniture or ornamental work.;business professional services > home improvement service > carpenter;carpenter;1;1;craft;craft > joiner
key cutter;craft > key cutter;A place where keys can be duplicated from originals.;['locksmith', 'shoe repair service', 'deli', 'butcher', 'machine shop'];[0.3647964298725128, 0.2552647292613983, 0.2521097958087921, 0.2508399486541748, 0.24046912789344788];locksmith;A place where keys can be duplicated from originals.;business professional services > locksmith;locksmith;1;1;craft;craft > key cutter
laboratory;craft > laboratory;A laboratory.;['laboratory', 'scientific equipment supplier', 'research laboratory', 'medical lab', 'college lab'];[0.6135241389274597, 0.5938765406608582, 0.5557044148445129, 0.551094114780426, 0.45408669114112854];laboratory;A laboratory.;business professional services > laboratory;laboratory;1;1;craft;craft > laboratory
